transaction_id,product_id,customer_id,transaction_date,online_transaction,offline_transaction,order_status,brand,product_line,product_class,product_size,standard_cost,address,postcode,state,country,Unnamed: 13
12422,78,2552,01-01-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$709.48,25 Coleman Circle,2214.0,NSW,Australia,
12423,38,2569,15-07-2022,T,F,Approved,Solex,Standard,medium,medium,$826.51,147 Golden Leaf Pass,2061.0,NSW,Australia,
12424,72,752,02-03-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,62215 Delaware Plaza,4118.0,QLD,Australia,
12425,25,159,05-03-2022,T,F,Approved,Giant Bicycles,Road,medium,medium,$829.65,80 Duke Terrace,2233.0,NSW,Australia,
12426,46,513,22-04-2022,F,T,Approved,Solex,Standard,low,medium,$74.51,5723 Raven Drive,3126.0,Victoria,Australia,
12427,33,2983,03-01-2022,T,F,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",64 Northview Pass,3163.0,VIC,Australia,
12428,48,1484,25-02-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$950.52,2 Barby Trail,2769.0,NSW,Australia,
12429,48,519,16-09-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$950.52,2595 Grover Drive,3124.0,Victoria,Australia,
12430,7,599,26-08-2022,T,F,Approved,Trek Bicycles,Road,low,medium,$234.43,86 Huxley Parkway,3068.0,Victoria,Australia,
12431,86,2564,13-11-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$125.07,1 Mendota Drive,2107.0,NSW,Australia,
12432,0,1760,16-03-2022,T,F,Approved,Trek Bicycles,Road,medium,medium,$215.14,7714 Heffernan Circle,3130.0,VIC,Australia,
12433,22,2611,30-07-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$45.26,23426 Transport Center,2218.0,NSW,Australia,
12434,36,3499,25-04-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,310 Stephen Terrace,4073.0,QLD,Australia,
12435,45,1611,21-03-2022,F,T,Approved,Trek Bicycles,Road,low,medium,$234.43,6491 Gerald Court,2261.0,NSW,Australia,
12436,29,2219,22-02-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$230.09,079 Katie Alley,3216.0,VIC,Australia,
12437,17,718,20-09-2022,T,F,Approved,Solex,Standard,high,medium,$614.80,8080 Victoria Plaza,4217.0,QLD,Australia,
12438,100,1751,13-04-2022,T,F,Approved,Norco Bicycles,Road,medium,medium,$206.35,441 Old Shore Circle,2131.0,NSW,Australia,
12439,0,842,05-11-2022,T,F,Approved,OHM Cycles,Road,high,large,$7.21,511 Gulseth Plaza,3028.0,VIC,Australia,
12440,97,211,17-01-2022,F,T,Approved,Solex,Standard,medium,large,$151.96,78 Rockefeller Park,2159.0,NSW,Australia,
12441,95,4,03-04-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$528.43,0 Holy Cross Court,4211.0,QLD,Australia,
12442,32,116,02-07-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$211.37,0349 Farmco Terrace,2168.0,New South Wales,Australia,
12443,4,3253,25-12-2021,F,T,Approved,Solex,Standard,medium,medium,$99.59,888 Warrior Avenue,2170.0,NSW,Australia,
12444,57,1182,20-10-2022,T,F,Approved,WeareA2B,Touring,medium,large,$260.14,62 Elka Terrace,2430.0,NSW,Australia,
12445,14,683,21-01-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",40545 Forster Point,2262.0,NSW,Australia,
12446,25,1769,24-11-2022,F,T,Approved,Giant Bicycles,Road,medium,medium,$829.65,466 Westport Drive,2263.0,NSW,Australia,
12447,33,1891,27-06-2022,T,F,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",5786 Kinsman Point,2127.0,NSW,Australia,
12448,74,1613,19-09-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$400.91,55433 Schmedeman Lane,2263.0,NSW,Australia,
12449,61,70,10-12-2021,T,F,Approved,OHM Cycles,Standard,low,medium,$56.93,9 Bonner Road,2070.0,New South Wales,Australia,
12450,36,1861,28-01-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,7939 Toban Crossing,2770.0,NSW,Australia,
12451,11,2018,28-04-2022,T,F,Approved,Giant Bicycles,Standard,high,medium,$764.96,23700 Dennis Way,2075.0,NSW,Australia,
12452,45,805,20-07-2022,T,F,Approved,Solex,Standard,medium,medium,$84.99,80932 5th Street,2754.0,NSW,Australia,
12453,12,151,30-12-2021,F,T,Approved,WeareA2B,Standard,medium,medium,$161.60,34457 Springview Street,2759.0,NSW,Australia,
12454,99,3300,15-12-2021,F,T,Approved,OHM Cycles,Standard,medium,medium,$770.89,08 Upham Place,2176.0,NSW,Australia,
12455,65,1947,22-04-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$778.69,4262 Melvin Avenue,2759.0,NSW,Australia,
12456,83,712,18-09-2022,F,T,Approved,Solex,Touring,medium,large,$675.03,6 Morning Drive,2232.0,NSW,Australia,
12457,0,1221,01-02-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$173.18,94219 Buell Circle,2020.0,NSW,Australia,
12458,7,1602,20-05-2022,F,T,Approved,Trek Bicycles,Road,low,medium,$234.43,978 Valley Edge Park,2777.0,NSW,Australia,
12459,69,1461,16-03-2022,F,T,Approved,Giant Bicycles,Road,medium,medium,$594.68,3 Independence Hill,2560.0,NSW,Australia,
12460,60,3266,10-08-2022,F,T,Approved,Giant Bicycles,Standard,high,small,"$1,759.85",3 Myrtle Pass,2095.0,NSW,Australia,
12461,0,2968,06-02-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$173.18,8 Glendale Terrace,4014.0,QLD,Australia,
12462,0,870,30-10-2022,F,T,Approved,,,,,,383 Rockefeller Junction,2753.0,NSW,Australia,
12463,36,1987,21-02-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,427 Rockefeller Drive,2093.0,NSW,Australia,
12464,72,1467,28-11-2022,T,F,Approved,Norco Bicycles,Standard,medium,medium,$270.30,11606 Myrtle Street,2207.0,NSW,Australia,
12465,23,2165,26-10-2022,F,T,Approved,Norco Bicycles,Mountain,low,small,$612.88,0134 Swallow Pass,3030.0,VIC,Australia,
12466,96,2444,16-11-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$993.66,8 Superior Court,3174.0,VIC,Australia,
12467,36,1475,14-10-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,558 Thompson Junction,2440.0,NSW,Australia,
12468,84,3251,26-06-2022,F,T,Approved,Giant Bicycles,Road,medium,medium,$594.68,11 Mifflin Junction,2193.0,NSW,Australia,
12469,28,256,16-10-2022,T,F,Approved,Solex,Road,medium,small,"$1,516.13",5130 Manley Court,2287.0,NSW,Australia,
12470,51,2967,04-02-2022,T,F,Approved,OHM Cycles,Standard,high,medium,"$1,203.40",3673 Jenna Center,4301.0,QLD,Australia,
12471,87,2492,21-11-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$44.71,46 Victoria Center,2770.0,NSW,Australia,
12472,9,2088,07-04-2022,F,T,Approved,OHM Cycles,Road,medium,medium,$667.40,59 Prentice Lane,4551.0,QLD,Australia,
12473,0,2422,22-06-2022,F,T,Approved,Trek Bicycles,Road,medium,medium,$400.13,61976 Emmet Junction,2178.0,NSW,Australia,
12474,61,2910,12-05-2022,F,T,Approved,OHM Cycles,Standard,low,medium,$56.93,46418 Hauk Pass,3184.0,VIC,Australia,
12475,73,3173,15-11-2022,F,T,Approved,Solex,Standard,medium,medium,$333.18,8 Erie Center,3690.0,VIC,Australia,
12476,41,171,24-03-2022,T,F,Approved,Solex,Road,medium,medium,$312.74,13950 Jackson Avenue,2099.0,NSW,Australia,
12477,61,700,27-04-2022,F,T,Approved,OHM Cycles,Standard,low,medium,$56.93,6046 Sheridan Way,2322.0,NSW,Australia,
12478,33,1683,24-05-2022,T,F,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",4709 Cardinal Hill,2028.0,NSW,Australia,
12479,70,3329,12-12-2021,T,F,Approved,Norco Bicycles,Road,medium,medium,$206.35,14 Warbler Hill,2770.0,NSW,Australia,
12480,9,2519,09-07-2022,T,F,Approved,OHM Cycles,Road,medium,medium,$667.40,685 International Lane,4825.0,QLD,Australia,
12481,48,2653,12-06-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$950.52,7163 2nd Point,3931.0,VIC,Australia,
12482,52,2193,08-10-2022,T,F,Approved,OHM Cycles,Road,medium,medium,$829.51,9 Hauk Alley,3915.0,VIC,Australia,
12483,45,308,01-12-2021,T,F,Approved,Trek Bicycles,Road,low,medium,$234.43,5982 Mosinee Avenue,3340.0,VIC,Australia,
12484,65,1435,15-05-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$778.69,8934 Park Meadow Street,2756.0,NSW,Australia,
12485,85,2805,01-01-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$400.91,4672 Morningstar Circle,2760.0,NSW,Australia,
12486,44,3194,25-08-2022,T,F,Cancelled,WeareA2B,Standard,medium,medium,$108.76,40252 Springs Park,4870.0,QLD,Australia,
12487,32,1324,07-04-2022,F,T,Cancelled,Giant Bicycles,Standard,medium,medium,$211.37,7 John Wall Parkway,4020.0,QLD,Australia,
12488,31,1035,17-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,medium,$173.18,6 Kedzie Hill,2214.0,NSW,Australia,
12489,50,1130,04-09-2022,F,T,Approved,WeareA2B,Standard,medium,small,$131.92,6 Buell Point,2062.0,NSW,Australia,
12490,46,3403,01-02-2022,F,T,Approved,Solex,Standard,low,medium,$74.51,59364 Huxley Drive,3028.0,VIC,Australia,
12491,59,2081,06-03-2022,T,F,Approved,Solex,Standard,medium,large,$733.58,2444 Aberg Hill,2067.0,NSW,Australia,
12492,1,2568,04-03-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$954.82,084 Brickson Park Park,3177.0,VIC,Australia,
12493,88,216,14-12-2021,T,F,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",231 Havey Court,2153.0,NSW,Australia,
12494,12,3295,31-03-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$709.48,133 Quincy Avenue,3810.0,VIC,Australia,
12495,45,1277,11-03-2022,F,T,Approved,Solex,Standard,medium,medium,$84.99,6659 Kenwood Plaza,4380.0,QLD,Australia,
12496,23,2742,26-09-2022,F,T,Approved,Norco Bicycles,Standard,medium,medium,$381.10,82206 Dennis Place,4124.0,QLD,Australia,
12497,83,941,29-06-2022,F,T,Approved,Solex,Touring,medium,large,$675.03,5 Gale Street,4507.0,QLD,Australia,
12498,17,3267,03-10-2022,T,F,Approved,WeareA2B,Touring,medium,large,$57.74,04449 Drewry Junction,2869.0,NSW,Australia,
12499,14,3286,19-08-2022,T,F,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",1 Fairview Park,3977.0,VIC,Australia,
12500,25,2813,30-01-2022,F,T,Approved,Giant Bicycles,Road,medium,medium,$829.65,64 Village Green Pass,2048.0,NSW,Australia,
12501,95,343,08-04-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$528.43,6860 Green Ridge Avenue,2126.0,NSW,Australia,
12502,20,1015,24-04-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,580.47",738 Division Street,3024.0,VIC,Australia,
12503,21,2791,23-11-2022,F,T,Approved,Solex,Standard,medium,large,$380.74,11 Manufacturers Junction,2170.0,NSW,Australia,
12504,43,1030,30-05-2022,F,T,Approved,Solex,Standard,medium,medium,$649.49,4870 Shelley Alley,3225.0,VIC,Australia,
12505,12,1777,22-08-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$161.60,835 West Hill,2118.0,NSW,Australia,
12506,93,87,07-04-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$230.09,4423 Bartelt Parkway,2038.0,New South Wales,Australia,
12507,47,1819,15-01-2022,F,T,Approved,Trek Bicycles,Road,low,small,"$1,531.42",1 Garrison Street,3103.0,VIC,Australia,
12508,48,2528,15-10-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$950.52,3 Myrtle Terrace,4161.0,QLD,Australia,
12509,38,196,31-03-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$388.92,0 Superior Drive,2747.0,NSW,Australia,
12510,52,2195,25-06-2022,F,T,Approved,OHM Cycles,Road,medium,medium,$829.51,9 Barnett Street,4179.0,QLD,Australia,
12511,81,583,12-10-2022,T,F,Approved,Norco Bicycles,Standard,medium,small,$521.94,8 Sommers Circle,2305.0,NSW,Australia,
12512,57,1452,21-07-2022,T,F,Approved,WeareA2B,Touring,medium,large,$260.14,913 Londonderry Trail,2567.0,NSW,Australia,
12513,42,2992,25-02-2022,T,F,Approved,OHM Cycles,Road,medium,small,"$1,610.90",9610 Gateway Trail,3429.0,VIC,Australia,
12514,31,908,02-10-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$173.18,352 Bonner Crossing,3084.0,VIC,Australia,
12515,80,1059,04-08-2022,T,F,Approved,Trek Bicycles,Standard,medium,large,$596.55,1149 Riverside Parkway,2016.0,NSW,Australia,
12516,49,2962,14-10-2022,F,T,Approved,Trek Bicycles,Road,medium,medium,$400.13,860 Banding Terrace,2029.0,NSW,Australia,
12517,0,2306,24-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,large,$528.43,9 Lake View Avenue,3178.0,VIC,Australia,
12518,0,2281,27-04-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$215.03,33550 Spohn Terrace,3630.0,VIC,Australia,
12519,6,565,17-09-2022,F,T,Approved,OHM Cycles,Standard,high,medium,$136.73,5861 Browning Park,2065.0,NSW,Australia,
12520,97,3346,07-05-2022,F,T,Approved,OHM Cycles,Road,medium,medium,$667.40,7353 Thierer Road,4300.0,QLD,Australia,
12521,30,2508,08-06-2022,T,F,Approved,Solex,Standard,high,medium,$448.90,6220 Sugar Court,2300.0,NSW,Australia,
12522,6,741,04-08-2022,F,T,Approved,OHM Cycles,Standard,high,medium,$136.73,0297 Merchant Avenue,4121.0,QLD,Australia,
12523,80,2513,04-03-2022,F,T,Approved,OHM Cycles,Touring,low,medium,$933.84,6534 New Castle Plaza,2033.0,NSW,Australia,
12524,47,1960,22-10-2022,T,F,Approved,Trek Bicycles,Road,low,small,"$1,531.42",8 Carioca Terrace,4007.0,QLD,Australia,
12525,10,2095,25-02-2022,F,T,Approved,WeareA2B,Touring,medium,medium,$363.25,158 Lindbergh Crossing,3136.0,VIC,Australia,
12526,23,266,28-11-2022,T,F,Approved,Norco Bicycles,Mountain,low,small,$612.88,109 Tomscot Avenue,2010.0,NSW,Australia,
12527,78,1317,09-05-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$709.48,58563 Monterey Hill,4300.0,QLD,Australia,
12528,8,1143,05-01-2022,F,T,Approved,Solex,Road,medium,small,"$1,516.13",107 Moland Court,2579.0,NSW,Australia,
12529,28,2152,25-10-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,"$1,082.36",2800 Dottie Trail,3071.0,VIC,Australia,
12530,75,1736,04-06-2022,T,F,Approved,Giant Bicycles,Touring,medium,large,$863.95,2538 Gateway Pass,4152.0,QLD,Australia,
12531,50,2484,03-12-2021,T,F,Approved,WeareA2B,Standard,medium,small,$131.92,0 Union Plaza,2444.0,NSW,Australia,
12532,54,960,18-02-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$13.44,7823 Village Green Park,3030.0,VIC,Australia,
12533,81,926,16-07-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,$521.94,9987 Stuart Alley,2766.0,NSW,Australia,
12534,21,369,02-03-2022,T,F,Approved,Solex,Standard,medium,large,$380.74,6085 Petterle Circle,3130.0,VIC,Australia,
12535,0,2972,03-09-2022,F,T,Approved,Norco Bicycles,Standard,medium,medium,$270.30,2126 Debra Point,2127.0,NSW,Australia,
12536,2,2693,04-11-2022,F,T,Approved,Giant Bicycles,Road,low,small,$525.33,03 Old Shore Terrace,4078.0,QLD,Australia,
12537,50,85,09-01-2022,F,T,Approved,WeareA2B,Standard,medium,small,$131.92,5037 Merchant Crossing,2226.0,New South Wales,Australia,
12538,14,3224,08-01-2022,F,T,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",50506 Buhler Terrace,3083.0,VIC,Australia,
12539,35,428,09-11-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$954.82,8 Moland Pass,2065.0,NSW,Australia,
12540,51,140,30-04-2022,T,F,Approved,OHM Cycles,Standard,high,medium,"$1,203.40",829 Washington Crossing,3186.0,VIC,Australia,
12541,74,1708,11-01-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$950.52,39846 Springs Crossing,2154.0,NSW,Australia,
12542,99,1402,23-06-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$770.89,42829 Charing Cross Road,3107.0,VIC,Australia,
12543,91,2652,10-11-2022,F,T,Approved,Solex,Standard,medium,medium,$75.26,16 Hudson Alley,2234.0,NSW,Australia,
12544,36,3062,01-01-2022,F,T,Approved,Solex,Standard,low,medium,$507.58,6 Westport Road,4350.0,QLD,Australia,
12545,88,2728,01-05-2022,T,F,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",512 Forest Run Center,3188.0,VIC,Australia,
12546,95,1077,13-05-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$528.43,12764 Raven Plaza,4020.0,QLD,Australia,
12547,42,805,03-04-2022,T,F,Approved,OHM Cycles,Road,medium,small,"$1,610.90",80932 5th Street,2754.0,NSW,Australia,
12548,63,2637,13-01-2022,T,F,Approved,Solex,Standard,medium,medium,$99.59,518 Colorado Trail,2100.0,NSW,Australia,
12549,66,2728,22-07-2022,F,T,Approved,Solex,Standard,medium,medium,$589.27,512 Forest Run Center,3188.0,VIC,Australia,
12550,35,2247,26-06-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$954.82,97 Randy Junction,2040.0,NSW,Australia,
12551,52,2045,23-06-2022,T,F,Cancelled,Solex,Road,medium,large,$820.78,46031 Hudson Place,2075.0,NSW,Australia,
12552,0,2868,05-12-2021,T,F,Approved,OHM Cycles,Standard,high,medium,$136.73,558 Grayhawk Circle,2086.0,NSW,Australia,
12553,88,3044,26-12-2021,F,T,Approved,Norco Bicycles,Standard,medium,medium,$381.10,4 Jenifer Hill,3147.0,VIC,Australia,
12554,46,1634,17-06-2022,F,T,Approved,Solex,Standard,low,medium,$74.51,49932 Messerschmidt Point,2138.0,NSW,Australia,
12555,72,3150,04-10-2022,F,T,Approved,Norco Bicycles,Standard,medium,medium,$270.30,039 Havey Alley,2220.0,NSW,Australia,
12556,73,2194,13-02-2022,F,T,Approved,Solex,Standard,medium,medium,$333.18,9045 Kings Avenue,4153.0,QLD,Australia,
12557,0,443,31-05-2022,F,T,Approved,WeareA2B,Standard,medium,small,$131.92,25522 Mosinee Point,4215.0,QLD,Australia,
12558,2,1764,28-12-2021,T,F,Approved,Solex,Standard,medium,medium,$53.62,12860 Warner Court,3129.0,VIC,Australia,
12559,89,281,04-02-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$582.48,36 Vidon Parkway,2798.0,NSW,Australia,
12560,55,211,11-07-2022,F,T,Approved,Trek Bicycles,Road,medium,large,$598.76,78 Rockefeller Park,2159.0,NSW,Australia,
12561,73,2823,29-07-2022,F,T,Approved,Solex,Standard,medium,medium,$333.18,82010 Lakewood Center,2770.0,NSW,Australia,
12562,71,2996,10-10-2022,T,F,Approved,Solex,Standard,high,large,"$1,105.75",93 Lawn Road,4212.0,QLD,Australia,
12563,83,3269,25-11-2022,F,T,Approved,Solex,Touring,medium,large,$675.03,65973 Morrow Alley,2170.0,NSW,Australia,
12564,70,359,04-12-2021,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,7 Debs Point,2322.0,NSW,Australia,
12565,60,1500,17-11-2022,T,F,Approved,Giant Bicycles,Standard,high,small,"$1,759.85",36 Marquette Center,2250.0,NSW,Australia,
12566,69,2943,06-07-2022,T,F,Approved,Norco Bicycles,Road,medium,large,$795.10,7 Debs Park,4157.0,QLD,Australia,
12567,1,1832,13-09-2022,T,F,Approved,Giant Bicycles,Standard,medium,medium,$954.82,16 Monument Place,4701.0,QLD,Australia,
12568,84,2804,28-01-2022,F,T,Approved,Trek Bicycles,Road,medium,medium,$215.14,2 Elka Trail,2770.0,NSW,Australia,
12569,80,760,20-04-2022,T,F,Approved,OHM Cycles,Touring,low,medium,$933.84,6330 Monica Way,2540.0,NSW,Australia,
12570,98,1935,19-02-2022,F,T,Approved,Trek Bicycles,Standard,high,medium,$215.03,53 Muir Terrace,2170.0,NSW,Australia,
12571,27,2910,13-02-2022,F,T,Approved,Trek Bicycles,Standard,medium,medium,$388.72,46418 Hauk Pass,3184.0,VIC,Australia,
12572,70,3486,21-12-2021,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,8934 Havey Plaza,2548.0,NSW,Australia,
12573,10,2793,14-02-2022,F,T,Approved,WeareA2B,Touring,medium,medium,$363.25,19 Del Mar Avenue,3058.0,VIC,Australia,
12574,16,1811,21-05-2022,F,T,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",1 Monterey Terrace,2011.0,NSW,Australia,
12575,27,2045,19-02-2022,F,T,Approved,Trek Bicycles,Standard,low,medium,$154.40,46031 Hudson Place,2075.0,NSW,Australia,
12576,28,293,08-02-2022,F,T,Approved,Norco Bicycles,Standard,medium,small,"$1,082.36",00 5th Lane,2830.0,NSW,Australia,
12577,68,2644,31-10-2022,F,T,Approved,OHM Cycles,Standard,medium,medium,$44.71,008 6th Center,3141.0,VIC,Australia,
12578,71,2542,18-08-2022,F,T,Approved,Solex,Standard,high,large,"$1,105.75",2 Larry Trail,2207.0,NSW,Australia,
12579,1,323,19-09-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$954.82,82 8th Alley,4210.0,QLD,Australia,
12580,26,425,17-06-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$762.63,311 Dapin Point,2549.0,NSW,Australia,
12581,82,1210,05-09-2022,T,F,Approved,Norco Bicycles,Standard,high,medium,$689.18,3 Porter Center,2230.0,NSW,Australia,
12582,92,1927,01-10-2022,T,F,Approved,WeareA2B,Standard,medium,small,"$1,259.36",26876 Lyons Court,3166.0,VIC,Australia,
12583,39,2201,11-08-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$582.48,11 Sage Place,4055.0,QLD,Australia,
12584,34,619,24-01-2022,T,F,Approved,Norco Bicycles,Road,high,large,$464.72,66897 Pawling Circle,2066.0,NSW,Australia,
12585,59,828,30-08-2022,F,T,Approved,Solex,Standard,medium,large,$733.58,8925 Ryan Trail,2073.0,NSW,Australia,
12586,6,696,20-03-2022,T,F,Approved,OHM Cycles,Standard,high,medium,$136.73,0650 Sachs Circle,2769.0,NSW,Australia,
12587,5,2952,03-12-2021,T,F,Approved,Giant Bicycles,Standard,high,medium,$677.48,10 Kensington Avenue,2117.0,NSW,Australia,
12588,88,3320,31-03-2022,F,T,Approved,Norco Bicycles,Standard,high,small,"$1,479.11",88 Michigan Junction,3109.0,VIC,Australia,
12589,35,1406,02-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,medium,$954.82,12439 Kropf Way,3049.0,VIC,Australia,
12590,68,1303,21-10-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$44.71,0917 Golf View Parkway,4217.0,QLD,Australia,
12591,18,483,20-03-2022,F,T,Approved,Solex,Standard,medium,medium,$431.45,76369 Ridge Oak Place,3162.0,Victoria,Australia,
12592,32,2522,22-07-2022,F,T,Approved,Giant Bicycles,Standard,high,medium,$707.40,9 Trailsway Court,2262.0,NSW,Australia,
12593,72,1227,17-04-2022,T,F,Approved,Norco Bicycles,Standard,medium,medium,$270.30,01 Cottonwood Junction,2285.0,NSW,Australia,
12594,46,1253,26-12-2021,T,F,Approved,Solex,Standard,low,medium,$74.51,11 Golf Pass,4805.0,QLD,Australia,
12595,3,2484,04-09-2022,F,T,Approved,Trek Bicycles,Standard,medium,large,$388.92,0 Union Plaza,2444.0,NSW,Australia,
12596,33,1134,27-12-2021,T,F,Approved,Giant Bicycles,Standard,medium,small,"$1,167.18",771 Sugar Way,2076.0,NSW,Australia,
12597,97,2210,19-03-2022,F,T,Approved,OHM Cycles,Road,medium,medium,$667.40,2 Goodland Lane,3977.0,VIC,Australia,
12598,75,599,05-05-2022,T,F,Approved,Giant Bicycles,Touring,medium,large,$863.95,86 Huxley Parkway,3068.0,Victoria,Australia,
12599,66,817,12-01-2022,T,F,Approved,Giant Bicycles,Road,low,small,$525.33,87 Twin Pines Plaza,3976.0,VIC,Australia,
12600,47,1905,09-03-2022,T,F,Approved,Trek Bicycles,Road,low,small,"$1,531.42",83975 Rowland Place,2166.0,NSW,Australia,
12601,13,1410,24-07-2022,T,F,Approved,Solex,Standard,medium,medium,$826.51,4370 Haas Trail,2870.0,NSW,Australia,
12602,85,2226,11-11-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$205.36,1 Basil Street,4037.0,QLD,Australia,
12603,100,945,22-08-2022,T,F,Approved,Trek Bicycles,Standard,medium,small,"$1,234.29",627 Ronald Regan Alley,4505.0,QLD,Australia,
12604,66,1394,03-05-2022,F,T,Approved,Giant Bicycles,Road,low,small,$525.33,6 Northfield Point,3140.0,VIC,Australia,
12605,76,2181,25-02-2022,T,F,Approved,WeareA2B,Standard,low,medium,$513.85,9582 Fremont Center,2032.0,NSW,Australia,
12606,72,1600,28-10-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$141.40,96 Sundown Point,4220.0,QLD,Australia,
12607,1,1307,01-10-2022,F,T,Approved,Giant Bicycles,Touring,medium,large,$863.95,2 Shoshone Way,4123.0,QLD,Australia,
12608,79,1619,12-07-2022,T,F,Approved,Norco Bicycles,Standard,medium,medium,$818.01,2 Mayfield Alley,2089.0,NSW,Australia,
12609,39,2580,24-03-2022,F,T,Approved,Giant Bicycles,Standard,medium,large,$582.48,63785 Anthes Circle,3260.0,VIC,Australia,
12610,43,916,26-08-2022,T,F,Approved,Solex,Standard,medium,medium,$649.49,42 Cordelia Park,2567.0,NSW,Australia,
12611,76,920,26-02-2022,T,F,Approved,WeareA2B,Standard,low,medium,$513.85,21 Dwight Crossing,2062.0,NSW,Australia,
12612,19,1641,18-08-2022,F,T,Approved,OHM Cycles,Road,high,large,$7.21,20 Mcguire Hill,3198.0,VIC,Australia,
12613,0,2284,06-04-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$528.43,10055 Old Shore Lane,3630.0,VIC,Australia,
12614,95,3356,27-04-2022,T,F,Approved,Giant Bicycles,Standard,medium,large,$528.43,73 Burrows Court,3121.0,VIC,Australia,
12615,54,3447,26-08-2022,T,F,Approved,WeareA2B,Standard,medium,medium,$778.69,82591 Fallview Hill,3021.0,VIC,Australia,
12616,57,2449,28-01-2022,T,F,Approved,WeareA2B,Touring,medium,large,$260.14,67 Crowley Drive,3216.0,VIC,Australia,
12617,44,3024,04-01-2022,F,T,Approved,WeareA2B,Standard,medium,medium,$108.76,010 Stuart Way,3056.0,VIC,Australia,
12618,28,2092,11-11-2022,F,T,Approved,Solex,Road,medium,small,"$1,516.13",949 Marquette Avenue,3028.0,VIC,Australia,
12619,70,492,05-02-2022,T,F,Approved,Trek Bicycles,Standard,high,medium,$297.43,11731 3rd Hill,3004.0,Victoria,Australia,
12620,31,3232,06-02-2022,F,T,Approved,Giant Bicycles,Standard,medium,medium,$173.18,78258 Hanover Plaza,3070.0,VIC,Australia,
12621,36,2391,23-03-2022,T,F,Approved,Solex,Standard,low,medium,$507.58,9501 Melby Avenue,4178.0,QLD,Australia,
12622,86,3371,19-11-2022,T,F,Approved,OHM Cycles,Standard,medium,medium,$125.07,805 Division Plaza,4165.0,QLD,Australia,
